index;timestamp;charge_potential;discharge_potential;soc
393;2025-01-05 02:15;1313,04;0,00;1479,06
394;2025-01-05 02:30;1323,20;0,00;1625,80
395;2025-01-05 02:45;1900,00;-1900,00;1770,00
396;2025-01-05 03:00;1900,00;-1900,00;1770,00
397;2025-01-05 03:15;1900,00;-1900,00;1770,00
398;2025-01-05 03:30;1900,00;-1900,00;1770,00
399;2025-01-05 03:45;1900,00;-1900,00;1770,00
400;2025-01-05 04:00;1900,00;-1900,00;1770,00
401;2025-01-05 04:15;1900,00;-1900,00;1770,00
402;2025-01-05 04:30;1900,00;-1900,00;1770,00
403;2025-01-05 04:45;1900,00;-1900,00;1770,00
404;2025-01-05 05:00;1900,00;-1900,00;1770,00
405;2025-01-05 05:15;1900,00;-1900,00;1770,00
406;2025-01-05 05:30;1900,00;-1900,00;1770,00
407;2025-01-05 05:45;1900,00;-1900,00;1770,00
408;2025-01-05 06:00;1900,00;-1900,00;1770,00
409;2025-01-05 06:15;1900,00;-1900,00;1770,00
410;2025-01-05 06:30;1900,00;-1900,00;1770,00
411;2025-01-05 06:45;1900,00;-1900,00;1770,00
412;2025-01-05 07:00;0,00;-1841,00;1770,00
413;2025-01-05 07:15;0,00;-1839,80;1755,25
414;2025-01-05 07:30;0,00;-1750,56;1740,20
415;2025-01-05 07:45;0,00;-1649,56;1702,84
416;2025-01-05 08:00;0,00;-1718,00;1640,23
417;2025-01-05 08:15;0,00;-1629,36;1594,73
418;2025-01-05 08:30;0,00;-1641,40;1527,07
419;2025-01-05 08:45;0,00;-1776,36;1462,42
420;2025-01-05 09:00;1900,00;-1900,00;1431,51
421;2025-01-05 09:15;1900,00;-1900,00;1431,51
422;2025-01-05 09:30;1900,00;-1900,00;1431,51
423;2025-01-05 09:45;1900,00;-1900,00;1431,51
424;2025-01-05 10:00;1900,00;-1900,00;1431,51
425;2025-01-05 10:15;1900,00;-1900,00;1431,51
426;2025-01-05 10:30;1900,00;-1900,00;1431,51
427;2025-01-05 10:45;1604,28;0,00;1431,51
428;2025-01-05 11:00;1408,48;0,00;1505,44
429;2025-01-05 11:15;1464,24;0,00;1628,32
430;2025-01-05 11:30;1769,04;0,00;1737,26
431;2025-01-05 11:45;1900,00;-1900,00;1770,00
432;2025-01-05 12:00;1900,00;-1900,00;1770,00
433;2025-01-05 12:15;1900,00;-1900,00;1770,00
434;2025-01-05 12:30;1900,00;-1900,00;1770,00
435;2025-01-05 12:45;1900,00;-1900,00;1770,00
436;2025-01-05 13:00;1900,00;-1900,00;1770,00
437;2025-01-05 13:15;1900,00;-1900,00;1770,00
438;2025-01-05 13:30;1900,00;-1900,00;1770,00
439;2025-01-05 13:45;1900,00;-1900,00;1770,00
440;2025-01-05 14:00;1900,00;-1900,00;1770,00
441;2025-01-05 14:15;1900,00;-1900,00;1770,00
442;2025-01-05 14:30;1900,00;-1900,00;1770,00
443;2025-01-05 14:45;1900,00;-1900,00;1770,00
